EventDate,GroupName,SiteName,SiteID,site_latitude,site_longitude,site_altitude,do_saturation,NitrateN
2000-03-27 12:00:00,Claxton Poultry Co.,Canoochee River,46,32.1828,-81.8875,27.37039,34.62,0.1
2000-03-27 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,33.48,0.1
2000-01-10 12:00:00,Claxton Poultry Co.,Canoochee River,45,32.1841,-81.8889,27.661636,70.47,0.1
2000-01-10 12:00:00,Claxton Poultry Co.,Canoochee River,46,32.1828,-81.8875,27.37039,77.96,0.1
2000-01-10 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,71.24,0.1
2000-02-07 12:00:00,Claxton Poultry Co.,Canoochee River,45,32.1841,-81.8889,27.661636,53.48,2.41
2000-02-07 12:00:00,Claxton Poultry Co.,Canoochee River,46,32.1828,-81.8875,27.37039,62.29,2.37
2000-02-07 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,58.36,2.25
2001-04-03 12:00:00,Claxton Poultry Co.,Canoochee River,46,32.1828,-81.8875,27.37039,65.69,0.121
2001-04-03 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,67.32,0.144
2000-09-11 12:00:00,Claxton Poultry Co.,Canoochee River,45,32.1841,-81.8889,27.661636,53.07,1.17
2000-09-11 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,54.12,0.384
2000-11-06 12:00:00,Claxton Poultry Co.,Canoochee River,45,32.1841,-81.8889,27.661636,28.38,0.2
2000-11-06 12:00:00,Claxton Poultry Co.,Canoochee River,46,32.1828,-81.8875,27.37039,43.96,0.287
2000-11-06 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,43.45,0.253
2000-12-12 12:00:00,Claxton Poultry Co.,Canoochee River,45,32.1841,-81.8889,27.661636,73.59,0.608
2000-12-12 12:00:00,Claxton Poultry Co.,Canoochee River,46,32.1828,-81.8875,27.37039,74.9,1.37
2000-12-12 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,75.66,0.723
2000-08-15 12:00:00,Claxton Poultry Co.,Canoochee River,45,32.1841,-81.8889,27.661636,49.29,6.17
2000-08-15 12:00:00,Claxton Poultry Co.,Canoochee River,46,32.1828,-81.8875,27.37039,51.4,4.6
2000-08-15 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,48.93,10.0
2000-06-16 12:00:00,Claxton Poultry Co.,Canoochee River,45,32.1841,-81.8889,27.661636,37.14,0.172
2000-06-16 12:00:00,Claxton Poultry Co.,Canoochee River,46,32.1828,-81.8875,27.37039,45.52,1.843
2000-06-16 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,54.84,0.972
2000-05-08 12:00:00,Claxton Poultry Co.,Canoochee River,45,32.1841,-81.8889,27.661636,63.89,0.1
2000-05-08 12:00:00,Claxton Poultry Co.,Canoochee River,46,32.1828,-81.8875,27.37039,59.46,0.1
2000-05-08 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,47.36,0.76
2000-07-25 12:00:00,Claxton Poultry Co.,Canoochee River,45,32.1841,-81.8889,27.661636,41.19,1.61
2000-07-25 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,39.76,3.63
2001-01-03 12:00:00,Claxton Poultry Co.,Canoochee River,45,32.1841,-81.8889,27.661636,85.55,0.105
2001-01-03 12:00:00,Claxton Poultry Co.,Canoochee River,46,32.1828,-81.8875,27.37039,79.23,0.23
2001-01-03 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,71.27,0.1
2001-03-01 12:00:00,Claxton Poultry Co.,Canoochee River,45,32.1841,-81.8889,27.661636,50.67,0.131
2001-03-01 12:00:00,Claxton Poultry Co.,Canoochee River,46,32.1828,-81.8875,27.37039,44.43,0.197
2001-03-01 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,53.01,0.138
2001-02-06 12:00:00,Claxton Poultry Co.,Canoochee River,45,32.1841,-81.8889,27.661636,56.86,0.109
2001-02-06 12:00:00,Claxton Poultry Co.,Canoochee River,46,32.1828,-81.8875,27.37039,58.31,0.107
2001-02-06 12:00:00,Claxton Poultry Co.,Canoochee River,47,32.179,-81.8783,33.382378,53.43,0.102
2001-06-05 12:00:00,Canton Creek Patrol,Canton Creek,31,34.2275,-84.4833,262.249542,88.97,0.53
1999-11-18 15:00:00,"Jenkins High School, Marine Science Club",Casey Canal,48,32.0025,-81.0855,1.21495,96.0,0.2
2000-12-14 15:00:00,"Jenkins High School, Marine Science Club",Casey Canal,48,32.0025,-81.0855,1.21495,68.87,0.2
2000-11-09 14:45:00,"Jenkins High School, Marine Science Club",Casey Canal,48,32.0025,-81.0855,1.21495,78.29,0.0
2000-10-12 14:45:00,"Jenkins High School, Marine Science Club",Casey Canal,48,32.0025,-81.0855,1.21495,72.76,0.2
2000-09-14 14:45:00,"Jenkins High School, Marine Science Club",Casey Canal,48,32.0025,-81.0855,1.21495,58.49,0.0
2000-07-31 11:00:00,"Jenkins High School, Marine Science Club",Casey Canal,48,32.0025,-81.0855,1.21495,26.89,0.2
2000-05-18 15:00:00,"Jenkins High School, Marine Science Club",Casey Canal,48,32.0025,-81.0855,1.21495,69.6,0.2
2000-04-13 14:45:00,"Jenkins High School, Marine Science Club",Casey Canal,48,32.0025,-81.0855,1.21495,51.04,0.2
2001-05-05 10:30:00,Cathead Creek- Dunwoody Plantation,Cathead Creek at Dunwoody Plantation,165,31.3935,-81.4541,7.15,82.39,0.0
2001-04-07 09:00:00,Cathead Creek- Dunwoody Plantation,Cathead Creek at Dunwoody Plantation,165,31.3935,-81.4541,7.15,82.96,0.0
1999-06-29 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,80.75,0.0
1999-07-14 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,94.18,0.0
1999-08-18 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,84.76,0.0
1999-09-21 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,83.96,0.0
2000-04-28 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,81.0,0.0
2000-03-25 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,87.46,0.0
2000-05-31 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,95.91,0.0
2000-07-03 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,89.22,0.0
1997-04-07 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,100.73,0.5
1998-07-07 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,90.37,0.0
1998-10-16 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,94.57,0.0
1998-09-07 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,86.99,0.0
1998-11-15 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,88.47,0.0
1999-05-22 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,83.96,0.0
1999-02-22 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,89.78,0.0
1998-10-05 12:00:00,Georgia Wildlife Federation,Cornish Creek,52,33.6192,-83.8043,199.99855,72.84,0.25
1998-08-27 12:00:00,Georgia Wildlife Federation,Cornish Creek,52,33.6192,-83.8043,199.99855,72.51,0.25
1998-12-10 12:00:00,Georgia Wildlife Federation,Cornish Creek,52,33.6192,-83.8043,199.99855,64.97,0.25
1999-02-04 12:00:00,Georgia Wildlife Federation,Cornish Creek,52,33.6192,-83.8043,199.99855,76.33,0.25
1998-11-07 12:00:00,Georgia Wildlife Federation,Cornish Creek,52,33.6192,-83.8043,199.99855,74.98,0.5
1999-05-01 12:00:00,Georgia Wildlife Federation,Cornish Creek,52,33.6192,-83.8043,199.99855,85.64,0.25
1999-08-07 12:00:00,Georgia Wildlife Federation,Cornish Creek,52,33.6192,-83.8043,199.99855,64.49,0.25
2000-10-15 13:20:00,Georgia Wildlife Federation,Cornish Creek,52,33.6192,-83.8043,199.99855,70.06,0.5
2000-09-14 13:10:00,Georgia Wildlife Federation,Cornish Creek,52,33.6192,-83.8043,199.99855,67.95,0.5
1999-09-29 07:45:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,50.02,0.0
1999-10-06 07:57:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,51.41,0.0
1999-10-13 07:45:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,46.92,0.44
1999-10-20 08:30:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,39.59,0.0
1999-12-15 13:00:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,62.79,0.0
2000-01-14 13:15:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,75.03,0.0
2000-02-10 14:25:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,67.13,0.0
2000-02-17 14:15:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,52.97,0.0
2000-03-22 14:15:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,46.84,0.0
2000-02-03 13:15:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,62.33,0.0
2000-06-01 14:00:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,92.61,0.0
2000-05-18 14:22:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,107.53,0.0
2000-12-14 14:45:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,75.0,0.0
2000-11-15 13:30:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,69.75,0.0
2000-10-30 14:00:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,78.77,0.1
2000-07-27 14:00:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,72.83,0.2
2000-08-31 14:23:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,69.15,0.2
2000-09-29 13:00:00,"Hercules Inc., Canal Pals",Dundee Canal,57,32.0903,-81.1424,2.46735,66.78,0.0
1998-12-04 12:00:00,"GA Perimeter College, Swamp Stompers",Doolittle Creek,58,33.6878,-84.2768,228.750488,81.03,0.7
1998-11-06 12:00:00,"GA Perimeter College, Swamp Stompers",Doolittle Creek,58,33.6878,-84.2768,228.750488,80.59,3.5
2000-04-22 12:00:00,"GA Perimeter College, Swamp Stompers",Doolittle Creek,58,33.6878,-84.2768,228.750488,86.76,0.25
2000-05-30 12:00:00,"GA Perimeter College, Swamp Stompers",Doolittle Creek,58,33.6878,-84.2768,228.750488,78.62,0.25
2000-07-08 12:00:00,"GA Perimeter College, Swamp Stompers",Doolittle Creek,58,33.6878,-84.2768,228.750488,52.96,0.25
1998-10-30 12:00:00,"Savannah Christian Lower School, E.D.E.N. Watch",EDEN ponds,60,32.0778,-81.1506,4.254,58.73,0.0
1999-12-07 12:00:00,"Savannah Christian Lower School, E.D.E.N. Watch",EDEN ponds,60,32.0778,-81.1506,4.254,58.45,0.5
2000-01-06 13:15:00,"Savannah Christian Lower School, E.D.E.N. Watch",EDEN ponds,60,32.0778,-81.1506,4.254,74.43,0.0
1998-07-18 12:00:00,EHS Club-UGA,East Sandy Creek,59,34.0208,-83.3688,195.72467,87.94,0.0
1998-09-12 12:00:00,EHS Club-UGA,East Sandy Creek,59,34.0208,-83.3688,195.72467,93.15,0.05
1998-10-05 12:00:00,EHS Club-UGA,East Sandy Creek,59,34.0208,-83.3688,195.72467,92.89,0.0
2001-02-23 12:00:00,EHS Club-UGA,East Sandy Creek,59,34.0208,-83.3688,195.72467,87.27,0.25
2001-03-23 12:00:00,EHS Club-UGA,East Sandy Creek,59,34.0208,-83.3688,195.72467,75.94,0.25
2000-11-14 12:00:00,EHS Club-UGA,East Sandy Creek,59,34.0208,-83.3688,195.72467,66.78,0.25
2000-12-05 12:00:00,EHS Club-UGA,East Sandy Creek,59,34.0208,-83.3688,195.72467,34.29,0.25
1998-10-28 12:00:00,Roswell Lions Club,Foe Killer Creek,61,34.0609,-84.3305,306.226776,79.85,0.88
1998-09-28 12:00:00,Roswell Lions Club,Foe Killer Creek,61,34.0609,-84.3305,306.226776,65.42,1.1
1996-07-24 12:00:00,Roswell Lions Club,Foe Killer Creek,61,34.0609,-84.3305,306.226776,53.39,1.32
1996-08-30 12:00:00,Roswell Lions Club,Foe Killer Creek,61,34.0609,-84.3305,306.226776,60.44,1.76
1996-09-25 12:00:00,Roswell Lions Club,Foe Killer Creek,61,34.0609,-84.3305,306.226776,74.04,2.2
1997-10-31 12:00:00,Roswell Lions Club,Foe Killer Creek,61,34.0609,-84.3305,306.226776,84.54,2.2
1998-05-26 12:00:00,Roswell Lions Club,Foe Killer Creek,61,34.0609,-84.3305,306.226776,77.71,3.5
1998-02-20 12:00:00,Roswell Lions Club,Foe Killer Creek,61,34.0609,-84.3305,306.226776,85.96,3.1
1998-01-28 12:00:00,Roswell Lions Club,Foe Killer Creek,61,34.0609,-84.3305,306.226776,86.18,3.1
2000-05-01 09:00:00,Cathead Creek- Dunwoody Plantation,Cathead Creek at Dunwoody Plantation,165,31.3935,-81.4541,7.15,96.46,0.0
2000-04-01 09:00:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,59.48,0.0
2000-05-04 08:37:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,42.18,0.0
2000-06-03 09:00:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,27.57,0.0
2000-07-04 08:15:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,39.21,0.0
2001-02-03 09:00:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,56.1,0.0
2000-12-02 09:00:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,71.7,0.0
2001-01-08 09:00:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,53.92,0.0
2000-10-06 08:30:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,42.6,0.0
2000-11-04 08:00:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,54.28,0.0
2000-09-03 08:00:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,27.7,0.0
2000-08-05 08:00:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,37.25,0.0
2001-03-05 09:00:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,56.95,0.0
2001-04-09 09:00:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,59.37,0.0
2001-05-05 08:30:00,Friends of Sapelo,Harris Neck Creek,64,31.6096,-81.2901,2.955935,57.62,0.0
2000-11-29 12:00:00,Sweetwater Friends of Haw Creek,Haw Creek,65,34.1575,-84.0806,279.71756,90.32,0.0
2000-12-20 12:00:00,Sweetwater Friends of Haw Creek,Haw Creek,65,34.1575,-84.0806,279.71756,83.81,0.0
2000-09-18 12:00:00,Sweetwater Friends of Haw Creek,Haw Creek,65,34.1575,-84.0806,279.71756,84.73,0.0
2000-08-20 12:00:00,Sweetwater Friends of Haw Creek,Haw Creek,65,34.1575,-84.0806,279.71756,82.57,0.0
1999-10-19 12:00:00,Sweetwater Friends of Haw Creek,Haw Creek,65,34.1575,-84.0806,279.71756,77.1,0.0
1999-12-22 12:00:00,Sweetwater Friends of Haw Creek,Haw Creek,65,34.1575,-84.0806,279.71756,83.49,0.0
1999-11-28 12:00:00,Sweetwater Friends of Haw Creek,Haw Creek,65,34.1575,-84.0806,279.71756,80.99,0.0
2000-01-28 12:00:00,Sweetwater Friends of Haw Creek,Haw Creek,65,34.1575,-84.0806,279.71756,86.94,0.0
2000-03-23 12:00:00,Sweetwater Friends of Haw Creek,Haw Creek,65,34.1575,-84.0806,279.71756,85.49,0.0
2000-06-25 12:00:00,Sweetwater Friends of Haw Creek,Haw Creek,65,34.1575,-84.0806,279.71756,82.03,0.0
2000-05-30 12:00:00,Sweetwater Friends of Haw Creek,Haw Creek,65,34.1575,-84.0806,279.71756,82.55,0.0
2000-04-30 12:00:00,Sweetwater Friends of Haw Creek,Haw Creek,65,34.1575,-84.0806,279.71756,93.58,0.0
1998-02-07 12:00:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,74.32,0.0
1998-03-07 12:00:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,63.75,0.0
1998-04-04 15:00:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,71.26,0.0
1999-03-04 09:40:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,62.87,0.0
1999-02-14 15:00:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,64.32,0.0
1999-04-02 10:00:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,61.9,0.0
1999-05-03 09:50:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,61.68,0.0
1999-09-07 09:30:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,69.28,0.0
1999-10-02 11:00:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,73.4,0.5
1999-12-07 09:30:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,38.2,0.0
1999-12-04 11:00:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,58.11,0.0
1999-08-06 09:20:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,47.74,0.0
1999-06-05 09:30:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,36.21,0.5
2000-01-04 09:30:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,49.82,0.0
1999-11-04 09:40:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,59.35,0.0
2000-03-03 11:00:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,69.76,0.0
2001-02-02 08:20:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,45.6,0.0
2000-12-03 14:00:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,74.3,0.0
2000-10-07 12:15:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,77.68,0.0
2000-11-04 11:00:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,80.62,0.0
2000-09-01 09:00:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,46.13,0.0
2000-08-05 09:30:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,48.82,0.0
2001-03-02 10:45:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,60.81,0.0
2000-06-05 09:30:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,35.87,0.0
2000-07-05 10:00:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,38.93,0.5
2000-04-03 10:00:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,66.51,0.0
2001-05-07 10:30:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,59.41,0.0
2001-04-09 10:36:00,Friends of Sapelo,Hudson Creek,62,31.4535,-81.363,1.204188,60.97,0.0
1998-01-10 12:00:00,Roswell Station HomeOwners Assoc.,Hogwallow Creek,63,34.0354,-84.3499,309.759705,46.16,1.76
1997-08-23 12:00:00,Roswell Station HomeOwners Assoc.,Hogwallow Creek,63,34.0354,-84.3499,309.759705,81.97,0.88
1997-11-24 12:00:00,Roswell Station HomeOwners Assoc.,Hogwallow Creek,63,34.0354,-84.3499,309.759705,42.31,0.88
1998-05-11 12:00:00,Roswell Station HomeOwners Assoc.,Hogwallow Creek,63,34.0354,-84.3499,309.759705,80.65,2.64
1998-11-30 12:00:00,Lorraine Elementary,Jackson Creek,174,33.5949,-84.0973,195.406906,72.73,0.2
2000-03-16 10:00:00,Land Bridge Lagoon Neighborhood,Landbridge Lagoon,93,32.0365,-80.9927,3.378311,70.18,0.2
1999-10-12 12:00:00,Kody Creek Watch Dogs,Kody Creek,176,34.0253,-84.2192,291.909149,78.64,0.0
1999-11-16 12:00:00,Kody Creek Watch Dogs,Kody Creek,176,34.0253,-84.2192,291.909149,57.51,0.0
1999-12-15 12:00:00,Kody Creek Watch Dogs,Kody Creek,176,34.0253,-84.2192,291.909149,80.93,0.0
1999-10-14 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,91.2,0.0
1999-12-05 12:00:00,Olive Robinson,Cooper Sandy Creek,53,34.1137,-84.3496,284.031769,89.6,0.0
2000-01-28 12:00:00,Kody Creek Watch Dogs,Kody Creek,176,34.0253,-84.2192,291.909149,83.08,0.0
2000-04-26 12:00:00,Kody Creek Watch Dogs,Kody Creek,176,34.0253,-84.2192,291.909149,88.53,0.0
2000-04-26 12:00:00,Kody Creek Watch Dogs,Kody Creek,177,34.0254,-84.2195,291.373901,89.13,0.0
2000-03-14 12:00:00,Kody Creek Watch Dogs,Kody Creek,176,34.0253,-84.2192,291.909149,90.51,0.0
2000-03-14 12:00:00,Kody Creek Watch Dogs,Kody Creek,177,34.0254,-84.2195,291.373901,82.64,0.0
2000-07-11 12:00:00,Kody Creek Watch Dogs,Kody Creek,176,34.0253,-84.2192,291.909149,30.1,0.0
2000-07-11 12:00:00,Kody Creek Watch Dogs,Kody Creek,177,34.0254,-84.2195,291.373901,94.28,0.0
2000-09-05 12:00:00,Kody Creek Watch Dogs,Kody Creek,176,34.0253,-84.2192,291.909149,77.02,0.0
2000-09-05 12:00:00,Kody Creek Watch Dogs,Kody Creek,177,34.0254,-84.2195,291.373901,48.17,0.0
1999-10-02 11:00:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,57.67,0.0
1999-11-05 11:00:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,59.81,0.0
1999-09-04 11:00:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,38.4,0.0
2000-02-05 10:30:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,36.88,0.0
2001-02-03 11:00:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,65.88,0.0
2001-01-05 11:00:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,76.16,0.0
2000-12-02 11:10:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,63.36,0.0
2000-10-07 10:30:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,46.16,0.0
2000-11-21 11:00:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,59.87,0.0
2000-09-02 11:00:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,48.01,0.0
2000-08-05 10:50:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,49.88,0.0
2001-03-03 11:00:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,70.81,0.0
2001-05-05 11:14:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,44.69,0.0
2001-04-07 10:57:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,59.1,0.0
2000-10-04 11:40:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,50.16,0.0
2000-04-01 12:00:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,71.85,0.0
2000-05-06 10:30:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,52.11,0.0
2000-07-01 11:15:00,Jekyll Is. Historic Wharf Group,Jekyll Creek,178,31.0577,-81.4235,1.51,48.94,0.0
1998-11-11 12:00:00,"Riverside Military Academy, Environmental Group",Limestone Creek,20,34.314,-83.7997,339.444397,67.3,0.6
2000-01-31 12:00:00,"Riverside Military Academy, Environmental Group",Limestone Creek,20,34.314,-83.7997,339.444397,84.49,0.25
2000-05-26 12:00:00,"Riverside Military Academy, Environmental Group",Limestone Creek,20,34.314,-83.7997,339.444397,72.74,0.45
2001-02-14 12:00:00,"Riverside Military Academy, Environmental Group",Limestone Creek,20,34.314,-83.7997,339.444397,83.63,0.0
1999-01-18 12:00:00,Girl Scout Troop 1540,McLellan Creek,167,34.7798,-84.9969,224.248169,82.15,0.0
1999-02-20 12:00:00,Girl Scout Troop 1540,McLellan Creek,167,34.7798,-84.9969,224.248169,103.65,0.5
