EventDate,GroupName,SiteName,SiteID,site_latitude,site_longitude,site_altitude,colony_avg
3/7/09 9:30 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,897,33.932,-84.5165,307.19,67.0
3/7/09 1:30 PM,Sumter Lake Neighborhood,Sumter Lake,748,34.0026,-84.4605,322.150818,33.0
3/7/09 3:30 PM,Leigh Lyjak,Trib of Little Noonday Creek,925,34.0258,-84.5086,297.500031,0.0
3/15/09 5:05 PM,Taylor Measures,Highland Lake,913,34.0446,-84.4266,299.362061,367.0
3/17/09 3:00 PM,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,100.0
3/17/09 4:30 PM,Environmental Club of Walton High School,Sope Creek,149,33.9426,-84.4377,274.730164,100.0
3/19/09 11:00 AM,Walton HS AP Environmental Science Class,Tributary of Sewell Mill Creek,760,33.9882,-84.4386,291.760864,100.0
3/21/09 1:15 PM,Nile Livingston,nick-a-jack,1427,33.8783,-84.538,280.368469,100.0
3/26/09 3:45 PM,Stone Mountain Park Education Department,Stone Mountain Creek,316,33.7952,-84.1241,243.834122,100.0
3/30/09 9:30 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,67.0
4/4/09 9:00 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,897,33.932,-84.5165,307.19,33.0
4/4/09 3:10 PM,Sumter Lake Neighborhood,Sumter Lake,748,34.0026,-84.4605,322.150818,33.0
4/9/09 2:20 PM,High Falls Lake Association,Buck Creek,1385,33.1848,-84.0333,181.93,0.0
4/9/09 3:10 PM,High Falls Lake Association,Brushy Creek,1386,33.1887,-84.0333,181.49,67.0
4/9/09 3:40 PM,High Falls Lake Association,Pool Dock,1388,33.1669,-84.0167,192.973602,0.0
4/9/09 4:10 PM,High Falls Lake Association,Light Line,1390,33.1925,-84.0245,190.4,33.0
4/9/09 4:40 PM,High Falls Lake Association,Mid Lake [High Falls Lake],1389,33.1992,-84.0317,190.73,33.0
4/9/09 5:00 PM,High Falls Lake Association,Tow,1387,33.2036,-84.0379,188.95,33.0
4/11/09 2:00 PM,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,200.0
4/12/09 4:45 PM,Taylor Measures,Highland Lake,913,34.0446,-84.4266,299.362061,267.0
4/15/09 8:30 AM,Tucker High School A.P.E.S.,S. Fork of Old Peachtree Creek,982,33.8489,-84.2122,323.247711,320.0
4/15/09 10:05 AM,Tucker High School A.P.E.S.,Tributary to Lake Erin,686,33.8677,-84.2308,286.476868,0.0
4/18/09 10:00 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,504,33.8805,-84.4513,234.42,267.0
4/18/09 2:00 PM,Leigh Lyjak,Trib of Little Noonday Creek,925,34.0258,-84.5086,297.500031,67.0
4/19/09 10:00 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,100.0
4/21/09 4:30 PM,McCleskey Middle School,Tributary to Rubes Creek,692,34.0467,-84.5057,306.038391,400.0
4/27/09 6:30 PM,Friends of Mulberry Creek,Mulberry Creek,387,33.957,-84.3957,252.736557,100.0
4/28/09 4:30 AM,Environmental Club of Walton High School,Sope Creek,149,33.9426,-84.4377,274.730164,167.0
4/30/09 1:10 PM,Stone Mountain Park Education Department,Crossroads Stream,1220,33.8124,-84.1479,273.429718,167.0
4/30/09 2:00 PM,Stone Mountain Park Education Department,Stone Mountain Creek,316,33.7952,-84.1241,243.834122,0.0
4/30/09 3:10 PM,High Falls Lake Association,Buck Creek,1385,33.1848,-84.0333,181.93,67.0
4/30/09 3:40 PM,High Falls Lake Association,Brushy Creek,1386,33.1887,-84.0333,181.49,0.0
4/30/09 4:10 PM,High Falls Lake Association,Pool Dock,1388,33.1669,-84.0167,192.973602,0.0
4/30/09 4:40 PM,High Falls Lake Association,Light Line,1390,33.1925,-84.0245,190.4,33.0
4/30/09 5:10 PM,High Falls Lake Association,Mid Lake [High Falls Lake],1389,33.1992,-84.0317,190.73,33.0
4/30/09 5:40 PM,High Falls Lake Association,Tow,1387,33.2036,-84.0379,188.95,33.0
5/2/09 10:05 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,897,33.932,-84.5165,307.19,333.0
5/10/09 1:45 PM,Sumter Lake Neighborhood,Sumter Lake,748,34.0026,-84.4605,322.150818,67.0
5/14/09 8:30 AM,Tucker High School A.P.E.S.,S. Fork of Old Peachtree Creek,982,33.8489,-84.2122,323.247711,500.0
5/14/09 10:00 PM,Tucker High School A.P.E.S.,Tributary to Lake Erin,686,33.8677,-84.2308,286.476868,67.0
5/15/09 4:50 PM,Friends of Mulberry Creek,Mulberry Creek,387,33.957,-84.3957,252.736557,400.0
5/21/09 10:00 AM,Walton HS AP Environmental Science Class,Tributary of Sewell Mill Creek,760,33.9882,-84.4386,291.760864,33.0
5/25/09 5:15 PM,Taylor Measures,Highland Lake,913,34.0446,-84.4266,299.362061,267.0
5/28/09 1:00 PM,Stone Mountain Park Education Department,Stone Mountain Creek,316,33.7952,-84.1241,243.834122,0.0
5/29/09 1:00 PM,Stone Mountain Park Education Department,Crossroads Stream,1220,33.8124,-84.1479,273.429718,133.0
6/7/09 9:15 AM,Sumter Lake Neighborhood,Sumter Lake,748,34.0026,-84.4605,322.150818,33.0
6/8/09 4:30 PM,Taylor Measures,Highland Lake,913,34.0446,-84.4266,299.362061,400.0
6/10/09 3:30 PM,Leigh Lyjak,Trib of Little Noonday Creek,925,34.0258,-84.5086,297.500031,267.0
6/11/09 11:30 AM,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,300.0
6/11/09 3:20 PM,High Falls Lake Association,Buck Creek,1385,33.1848,-84.0333,181.93,0.0
6/11/09 3:50 PM,High Falls Lake Association,Brushy Creek,1386,33.1887,-84.0333,181.49,0.0
6/11/09 4:20 PM,High Falls Lake Association,Tow,1387,33.2036,-84.0379,188.95,0.0
6/11/09 4:50 PM,High Falls Lake Association,Pool Dock,1388,33.1669,-84.0167,192.973602,0.0
6/11/09 5:20 PM,High Falls Lake Association,Mid Lake [High Falls Lake],1389,33.1992,-84.0317,190.73,0.0
6/11/09 5:40 PM,High Falls Lake Association,Light Line,1390,33.1925,-84.0245,190.4,0.0
6/16/09 9:15 AM,Tucker High School A.P.E.S.,Tributary to Lake Erin,686,33.8677,-84.2308,286.476868,300.0
6/16/09 9:52 AM,Tucker High School A.P.E.S.,S. Fork of Old Peachtree Creek,982,33.8489,-84.2122,323.247711,167.0
6/20/09 9:30 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,504,33.8805,-84.4513,234.42,67.0
6/20/09 10:05 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,897,33.932,-84.5165,307.19,367.0
6/21/09 10:40 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,233.0
6/25/09 3:00 PM,Stone Mountain Park Education Department,Stone Mountain Creek,316,33.7952,-84.1241,243.834122,33.0
6/27/09 2:30 PM,Stone Mountain Park Education Department,Crossroads Stream,1220,33.8124,-84.1479,273.429718,133.0
7/2/09 5:15 PM,Friends of Mulberry Creek,Mulberry Creek,387,33.957,-84.3957,252.736557,567.0
7/6/09 1:30 PM,Sumter Lake Neighborhood,Sumter Lake,748,34.0026,-84.4605,322.150818,200.0
7/11/09 9:34 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,897,33.932,-84.5165,307.19,167.0
7/11/09 5:45 PM,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,133.0
7/12/09 10:30 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,504,33.8805,-84.4513,234.42,300.0
7/15/09 9:15 AM,Tucker High School A.P.E.S.,S. Fork of Old Peachtree Creek,982,33.8489,-84.2122,323.247711,233.0
7/15/09 9:48 AM,Tucker High School A.P.E.S.,Tributary to Lake Erin,686,33.8677,-84.2308,286.476868,267.0
7/23/09 3:00 PM,Stone Mountain Park Education Department,Stone Mountain Creek,316,33.7952,-84.1241,243.834122,0.0
7/25/09 10:40 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,133.0
8/2/09 4:00 PM,Sumter Lake Neighborhood,Sumter Lake,748,34.0026,-84.4605,322.150818,67.0
8/5/09 4:30 PM,Taylor Measures,Highland Lake,913,34.0446,-84.4266,299.362061,167.0
8/7/09 2:30 PM,Leigh Lyjak,Trib of Little Noonday Creek,925,34.0258,-84.5086,297.500031,133.0
8/14/09 8:30 AM,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,633.0
8/14/09 4:22 PM,Tucker High School A.P.E.S.,Tributary to Lake Erin,686,33.8677,-84.2308,286.476868,33.0
8/15/09 10:00 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,504,33.8805,-84.4513,234.42,567.0
8/18/09 9:36 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1835,33.5776,-83.5515,176.148804,100.0
8/18/09 9:52 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1838,33.5256,-83.5239,155.865677,133.0
8/18/09 10:05 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1839,33.5049,-83.5078,151.186127,167.0
8/18/09 10:35 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1840,33.47,-83.4799,138.599792,300.0
8/18/09 11:16 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1836,33.5677,-83.5374,168.995224,100.0
8/18/09 11:35 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1837,33.5606,-83.5256,168.694794,367.0
8/20/09 3:36 PM,High Falls Lake Association,Buck Creek,1385,33.1848,-84.0333,181.93,0.0
8/20/09 3:36 PM,High Falls Lake Association,Brushy Creek,1386,33.1887,-84.0333,181.49,0.0
8/20/09 4:06 PM,High Falls Lake Association,Tow,1387,33.2036,-84.0379,188.95,0.0
8/20/09 4:36 PM,High Falls Lake Association,Pool Dock,1388,33.1669,-84.0167,192.973602,0.0
8/20/09 5:06 PM,High Falls Lake Association,Mid Lake [High Falls Lake],1389,33.1992,-84.0317,190.73,300.0
8/20/09 5:36 PM,High Falls Lake Association,Light Line,1390,33.1925,-84.0245,190.4,0.0
8/22/09 11:30 AM,Friends of Mulberry Creek,Mulberry Creek,387,33.957,-84.3957,252.736557,367.0
8/30/09 10:30 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,300.0
8/31/09 11:00 AM,Stone Mountain Park Education Department,Stone Mountain Creek,316,33.7952,-84.1241,243.834122,67.0
8/31/09 12:00 PM,Stone Mountain Park Education Department,Crossroads Stream,1220,33.8124,-84.1479,273.429718,100.0
9/7/09 4:40 PM,Taylor Measures,Highland Lake,913,34.0446,-84.4266,299.362061,33.0
9/7/09 5:35 PM,Sumter Lake Neighborhood,Sumter Lake,748,34.0026,-84.4605,322.150818,133.0
9/8/09 10:15 AM,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,0.0
9/12/09 9:00 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,897,33.932,-84.5165,307.19,67.0
9/12/09 12:00 PM,Sierra Club Cobb Centennial Group,Rottenwood Creek,897,33.932,-84.5165,307.19,67.0
9/13/09 3:30 PM,Leigh Lyjak,Trib of Little Noonday Creek,925,34.0258,-84.5086,297.500031,233.0
9/14/09 3:55 PM,Tucker High School A.P.E.S.,S. Fork of Old Peachtree Creek,982,33.8489,-84.2122,323.247711,67.0
9/14/09 4:25 PM,Tucker High School A.P.E.S.,Tributary to Lake Erin,686,33.8677,-84.2308,286.476868,400.0
9/24/09 11:40 AM,Stone Mountain Park Education Department,Crossroads Stream,1220,33.8124,-84.1479,273.429718,100.0
9/24/09 12:30 PM,Stone Mountain Park Education Department,Stone Mountain Creek,316,33.7952,-84.1241,243.834122,33.0
9/29/09 9:45 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,267.0
9/29/09 10:22 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1835,33.5776,-83.5515,176.148804,67.0
9/29/09 10:50 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1838,33.5256,-83.5239,155.865677,67.0
9/29/09 11:05 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1839,33.5049,-83.5078,151.186127,133.0
9/29/09 11:30 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1840,33.47,-83.4799,138.599792,67.0
9/29/09 12:18 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1836,33.5677,-83.5374,168.995224,233.0
9/29/09 12:31 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1837,33.5606,-83.5256,168.694794,200.0
10/1/09 3:30 PM,High Falls Lake Association,Buck Creek,1385,33.1848,-84.0333,181.93,0.0
10/1/09 4:00 PM,High Falls Lake Association,Brushy Creek,1386,33.1887,-84.0333,181.49,0.0
10/1/09 4:30 PM,High Falls Lake Association,Pool Dock,1388,33.1669,-84.0167,192.973602,0.0
10/1/09 5:00 PM,High Falls Lake Association,Light Line,1390,33.1925,-84.0245,190.4,0.0
10/1/09 5:30 PM,High Falls Lake Association,Mid Lake [High Falls Lake],1389,33.1992,-84.0317,190.73,0.0
10/3/09 9:00 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,897,33.932,-84.5165,307.19,333.0
10/3/09 5:30 PM,4DCrew,Tributary of Butler Creek,1339,34.0053,-84.6557,302.427734,33.0
10/3/09 7:33 PM,4DCrew,Rubes Creek,1346,34.0555,-84.4723,303.560516,467.0
10/4/09 5:30 PM,Taylor Measures,Highland Lake,913,34.0446,-84.4266,299.362061,333.0
10/5/09 5:30 PM,Taylor Measures,Highland Lake,913,34.0446,-84.4266,299.362061,333.0
10/6/09 3:15 PM,4DCrew,to be determined,1345,33.9611,-84.5941,304.181915,467.0
10/7/09 6:00 PM,Clayton State University,Tributary of Panther Creek,827,33.5752,-84.3331,260.35318,433.0
10/9/09 9:30 AM,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,367.0
10/10/09 12:35 PM,4DCrew,to be determined,1345,33.9611,-84.5941,304.181915,567.0
10/10/09 1:15 PM,4DCrew,Rubes Creek,1346,34.0555,-84.4723,303.560516,500.0
10/11/09 10:50 AM,4DCrew,Tributary of Butler Creek,1339,34.0053,-84.6557,302.427734,67.0
10/11/09 2:55 PM,Sumter Lake Neighborhood,Sumter Lake,748,34.0026,-84.4605,322.150818,200.0
10/15/09 4:35 PM,Tucker High School A.P.E.S.,Tributary to Lake Erin,686,33.8677,-84.2308,286.476868,600.0
10/20/09 2:50 PM,4DCrew,to be determined,1345,33.9611,-84.5941,304.181915,67.0
10/20/09 3:39 PM,4DCrew,Rubes Creek,1346,34.0555,-84.4723,303.560516,233.0
10/20/09 5:50 PM,4DCrew,Tributary of Butler Creek,1339,34.0053,-84.6557,302.427734,33.0
10/24/09 4:30 PM,McCleskey Middle School,Tributary to Rubes Creek,692,34.0467,-84.5057,306.038391,333.0
10/25/09 4:00 PM,4DCrew,Tributary of Butler Creek,1339,34.0053,-84.6557,302.427734,67.0
10/25/09 4:40 PM,Taylor Measures,Highland Lake,913,34.0446,-84.4266,299.362061,167.0
10/25/09 5:45 PM,4DCrew,to be determined,1345,33.9611,-84.5941,304.181915,67.0
10/25/09 6:30 PM,4DCrew,Rubes Creek,1346,34.0555,-84.4723,303.560516,133.0
10/26/09 10:55 AM,Stone Mountain Park Education Department,Stone Mountain Creek,316,33.7952,-84.1241,243.834122,0.0
10/30/09 10:35 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,500.0
11/1/09 2:30 PM,4DCrew,to be determined,1345,33.9611,-84.5941,304.181915,67.0
11/1/09 5:18 PM,4DCrew,Rubes Creek,1346,34.0555,-84.4723,303.560516,167.0
11/1/09 6:15 PM,4DCrew,Tributary of Butler Creek,1339,34.0053,-84.6557,302.427734,167.0
11/6/09 9:18 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,897,33.932,-84.5165,307.19,33.0
11/8/09 3:05 PM,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,100.0
11/13/09 11:00 AM,Friends of Mulberry Creek,Mulberry Creek,387,33.957,-84.3957,252.736557,300.0
11/14/09 3:20 PM,Sumter Lake Neighborhood,Sumter Lake,748,34.0026,-84.4605,322.150818,33.0
11/16/09 3:45 PM,Tucker High School A.P.E.S.,S. Fork of Old Peachtree Creek,982,33.8489,-84.2122,323.247711,33.0
11/16/09 4:15 PM,Tucker High School A.P.E.S.,Tributary to Lake Erin,686,33.8677,-84.2308,286.476868,0.0
11/19/09 11:30 AM,Tritt River Kids,Chimney Springs Creek,837,34.0086,-84.4208,298.49,33.0
11/21/09 10:00 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,504,33.8805,-84.4513,234.42,433.0
11/21/09 10:40 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,433.0
11/21/09 11:00 AM,Gwinnett County Sierra Club,Suwanee Creek,1203,34.0451,-84.0643,284.640991,0.0
11/23/09 11:10 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1835,33.5776,-83.5515,176.148804,467.0
11/23/09 11:30 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1838,33.5256,-83.5239,155.865677,400.0
11/23/09 11:47 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1839,33.5049,-83.5078,151.186127,233.0
11/23/09 12:10 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1840,33.47,-83.4799,138.599792,367.0
11/23/09 12:44 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1837,33.5606,-83.5256,168.694794,733.0
11/23/09 1:00 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1836,33.5677,-83.5374,168.995224,367.0
11/24/09 2:33 PM,Stone Mountain Park Education Department,Crossroads Stream,1220,33.8124,-84.1479,273.429718,67.0
11/24/09 3:25 PM,Stone Mountain Park Education Department,Stone Mountain Creek,316,33.7952,-84.1241,243.834122,0.0
11/27/09 5:15 PM,BLUECREEK MONITORS,Bluecreek,1236,33.1832,-84.8626,223.707504,0.0
11/27/09 6:00 PM,BLUECREEK MONITORS,Blue Creek,1369,33.1807,-84.8962,210.626236,0.0
11/28/09 11:30 AM,JVH,Noses Creek,1368,33.9468,-84.5656,313.186249,67.0
11/30/09 5:00 PM,The Duke Family,Sewell Mill Creek,1371,33.9907,-84.4771,301.159241,400.0
12/5/09 9:30 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,897,33.932,-84.5165,307.19,33.0
12/6/09 3:30 PM,BLUECREEK MONITORS,YELLOW JACKET CREEK,1372,33.1548,-84.9655,200.825897,100.0
12/7/09 4:05 PM,Sumter Lake Neighborhood,Sumter Lake,748,34.0026,-84.4605,322.150818,167.0
12/10/09 12:45 PM,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,300.0
12/15/09 3:45 PM,Tucker High School A.P.E.S.,S. Fork of Old Peachtree Creek,982,33.8489,-84.2122,323.247711,33.0
12/15/09 4:20 PM,Tucker High School A.P.E.S.,Tributary to Lake Erin,686,33.8677,-84.2308,286.476868,100.0
12/16/09 10:20 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1835,33.5776,-83.5515,176.148804,0.0
12/16/09 11:06 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1840,33.47,-83.4799,138.599792,100.0
12/16/09 11:39 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1839,33.5049,-83.5078,151.186127,233.0
12/16/09 11:57 AM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1838,33.5256,-83.5239,155.865677,33.0
12/16/09 12:16 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1837,33.5606,-83.5256,168.694794,67.0
12/16/09 12:33 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1836,33.5677,-83.5374,168.995224,67.0
12/17/09 11:15 AM,Tritt River Kids,Chimney Springs Creek,837,34.0086,-84.4208,298.49,100.0
12/17/09 1:00 PM,Stone Mountain Park Education Department,Stone Mountain Creek,316,33.7952,-84.1241,243.834122,33.0
12/17/09 1:45 PM,Stone Mountain Park Education Department,Crossroads Stream,1220,33.8124,-84.1479,273.429718,0.0
12/19/09 11:40 AM,Gwinnett County Sierra Club,Suwanee Creek,1203,34.0451,-84.0643,284.640991,367.0
12/20/09 10:00 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,67.0
12/25/09 11:00 AM,Friends of Mulberry Creek,Mulberry Creek,387,33.957,-84.3957,252.736557,300.0
12/27/09 2:00 PM,JVH,Noses Creek,1368,33.9468,-84.5656,313.186249,67.0
1/5/10 1:45 PM,4DCrew,to be determined,1345,33.9611,-84.5941,304.181915,0.0
1/5/10 5:15 PM,4DCrew,Tributary of Butler Creek,1339,34.0053,-84.6557,302.427734,67.0
1/10/10 4:00 PM,The Duke Family,Sewell Mill Creek,1371,33.9907,-84.4771,301.159241,0.0
1/11/10 12:50 AM,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,0.0
1/16/10 9:00 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,897,33.932,-84.5165,307.19,33.0
1/16/10 9:30 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,504,33.8805,-84.4513,234.42,133.0
1/16/10 10:00 AM,Columbia County Adopt-A-Stream,Euchee Creek Site 4,971,33.5555,-82.1797,62.68,0.0
1/16/10 1:00 PM,BLUECREEK MONITORS,Bluecreek,1236,33.1832,-84.8626,223.707504,267.0
1/16/10 1:00 PM,BLUECREEK MONITORS,Blue Creek,1369,33.1807,-84.8962,210.626236,67.0
1/16/10 1:00 PM,BLUECREEK MONITORS,YELLOW JACKET CREEK,1372,33.1548,-84.9655,200.825897,33.0
1/23/10 11:20 AM,Gwinnett County Sierra Club,Suwanee Creek,1203,34.0451,-84.0643,284.640991,33.0
1/25/10 3:15 PM,Stone Mountain Park Education Department,Crossroads Stream,1220,33.8124,-84.1479,273.429718,0.0
1/25/10 4:00 PM,Stone Mountain Park Education Department,Crossvine Creek,1398,33.8039,-84.159,273.962555,0.0
1/25/10 5:10 PM,Coosawattee Watershed Alliance,Cartecay River,1382,34.6368,-84.4338,431.336578,233.0
1/27/10 2:17 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1835,33.5776,-83.5515,176.148804,133.0
1/27/10 3:00 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1840,33.47,-83.4799,138.599792,400.0
1/27/10 3:45 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1838,33.5256,-83.5239,155.865677,167.0
1/27/10 4:01 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1837,33.5606,-83.5256,168.694794,33.0
1/27/10 4:13 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1836,33.5677,-83.5374,168.995224,67.0
1/27/10 4:33 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1839,33.5049,-83.5078,151.186127,200.0
1/29/10 9:15 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,67.0
1/31/10 1:03 PM,JVH,Noses Creek,1368,33.9468,-84.5656,313.186249,33.0
1/31/10 4:25 PM,Taylor Measures,Highland Lake,913,34.0446,-84.4266,299.362061,67.0
2/8/10 4:40 PM,Sumter Lake Neighborhood,Sumter Lake,748,34.0026,-84.4605,322.150818,67.0
2/13/10 2:55 PM,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,0.0
2/20/10 9:30 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,504,33.8805,-84.4513,234.42,167.0
2/20/10 9:50 AM,Columbia County Adopt-A-Stream,Euchee Creek Site 4,971,33.5555,-82.1797,62.68,0.0
2/20/10 10:30 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,100.0
2/20/10 11:05 AM,Gwinnett County Sierra Club,Suwanee Creek,1203,34.0451,-84.0643,284.640991,33.0
2/23/10 12:15 PM,Stone Mountain Park Education Department,Crossvine Creek,1398,33.8039,-84.159,273.962555,0.0
2/23/10 1:09 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1835,33.5776,-83.5515,176.148804,33.0
2/23/10 1:45 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1840,33.47,-83.4799,138.599792,100.0
2/23/10 2:09 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1839,33.5049,-83.5078,151.186127,100.0
2/23/10 2:26 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1838,33.5256,-83.5239,155.865677,0.0
2/23/10 2:44 PM,Oconee-Savannah Targeted Watershed Monitoring,Big Indian Creek,1837,33.5606,-83.5256,168.694794,0.0
